symbol	ensembl	entrez
	ENSG00000259895	729652
	ENSG00000256211	NA
ABHD16A	ENSG00000204427	7920
	ENSG00000258962	NA
RNU6-1177P	ENSG00000212360	NA
RNU6-151P	ENSG00000201028	NA
	ENSG00000233358	NA
	ENSG00000237756	NA
	ENSG00000260293	NA
OR4R2P	ENSG00000255560	NA
	ENSG00000251621	NA
	ENSG00000230317	101926971
LAMTOR5P1	ENSG00000236646	NA
	ENSG00000253161	NA
SNX25P1	ENSG00000236809	NA
ZNF705C	ENSG00000215339	NA
RN7SL548P	ENSG00000265860	NA
	ENSG00000254676	NA
FAM212B-AS1	ENSG00000227811	100506343
HIST2H2AA3	ENSG00000183558	723790
HIST2H2AA3	ENSG00000183558	8337
MIR3178	ENSG00000266232	100422974
	ENSG00000252740	NA
	ENSG00000218476	NA
	ENSG00000272902	100506286
	ENSG00000230239	NA
KIAA1671	ENSG00000197077	100996283
KIAA1671	ENSG00000197077	85379
OR4C7P	ENSG00000255312	NA
AHCTF1P1	ENSG00000226121	285116
	ENSG00000261252	NA
	ENSG00000225122	NA
SNORD89	ENSG00000212283	692205
ARPC3P2	ENSG00000238137	NA
	ENSG00000222421	NA
RN7SL180P	ENSG00000242860	NA
LINC01162	ENSG00000232790	NA
SKIV2L	ENSG00000206353	6499
	ENSG00000230845	NA
	ENSG00000263954	NA
	ENSG00000222296	NA
UHRF2	ENSG00000147854	115426
MIR3116-2	ENSG00000263908	100422946
MIR3116-2	ENSG00000263908	100422902
MIR3116-1	ENSG00000263908	100422946
MIR3116-1	ENSG00000263908	100422902
	ENSG00000240761	NA
	ENSG00000238570	NA
MIR5696	ENSG00000264857	100847007
	ENSG00000223649	NA
OR4C50P	ENSG00000237610	NA
PIGPP2	ENSG00000234204	NA
	ENSG00000226946	NA
RNU6-1060P	ENSG00000207394	NA
RNA5SP62	ENSG00000200327	NA
	ENSG00000254432	NA
MEGF8	ENSG00000105429	1954
RNU7-53P	ENSG00000252514	NA
	ENSG00000247137	100506282
	ENSG00000237217	NA
	ENSG00000200042	NA
	ENSG00000268027	NA
	ENSG00000235743	NA
RNA5SP63	ENSG00000212527	NA
KRT18P46	ENSG00000235716	NA
	ENSG00000226058	NA
	ENSG00000261314	NA
	ENSG00000260711	NA
MIR3675	ENSG00000263811	100500876
RNU6-861P	ENSG00000252554	NA
	ENSG00000228289	NA
KRT8P15	ENSG00000233579	NA
	ENSG00000223863	NA
	ENSG00000228792	NA
RPS15AP7	ENSG00000234088	NA
	ENSG00000271377	NA
KCND3-IT1	ENSG00000232558	100874295
	ENSG00000233351	NA
	ENSG00000219453	NA
ARL2BPP4	ENSG00000249312	NA
	ENSG00000253046	NA
RNA5SP296	ENSG00000222455	NA
	ENSG00000212538	NA
	ENSG00000232479	NA
POTEM	ENSG00000187537	641455
USP48	ENSG00000090686	84196
	ENSG00000228549	101927806
	ENSG00000228549	100132147
	ENSG00000228549	440570
	ENSG00000259020	NA
RPEP5	ENSG00000234732	NA
	ENSG00000260101	NA
GYG2	ENSG00000056998	8908
	ENSG00000227764	101929499
NMNAT1P2	ENSG00000225719	NA
	ENSG00000254777	NA
FBXL20	ENSG00000108306	84961
KCND3-AS1	ENSG00000237556	NA
	ENSG00000226149	NA
ISYNA1	ENSG00000105655	51477
	ENSG00000257524	NA
HIST2H2AA4	ENSG00000203812	723790
HIST2H2AA4	ENSG00000203812	8337
CDY1B	ENSG00000172352	253175
CDY1B	ENSG00000172352	9085
	ENSG00000248769	NA
SPTLC1P2	ENSG00000218512	NA
	ENSG00000230918	NA
OR11Q1P	ENSG00000237650	NA
	ENSG00000270664	NA
	ENSG00000237926	NA
	ENSG00000223826	NA
	ENSG00000271147	NA
CEACAMP3	ENSG00000239736	NA
MRP63P6	ENSG00000249449	NA
	ENSG00000229151	NA
FAM183A	ENSG00000186973	440585
RNU6-100P	ENSG00000252414	NA
RPL7P14	ENSG00000232994	NA
TIMM8AP1	ENSG00000231445	NA
OR11N1P	ENSG00000185903	NA
	ENSG00000220748	NA
SLC8A1-AS1	ENSG00000227028	100128590
	ENSG00000249418	NA
	ENSG00000222080	NA
EIF3EP2	ENSG00000224674	NA
	ENSG00000202059	NA
	ENSG00000226530	NA
	ENSG00000233694	339807
HBZ	ENSG00000130656	3050
	ENSG00000211996	NA
BZW1P1	ENSG00000236686	NA
	ENSG00000237227	NA
FDPSP8	ENSG00000224763	NA
	ENSG00000228513	NA
	ENSG00000223889	NA
RNU5F-6P	ENSG00000199849	NA
RPL5P21	ENSG00000218689	NA
	ENSG00000233397	NA
OR5AW1P	ENSG00000229082	NA
	ENSG00000224611	NA
HNRNPA1P58	ENSG00000219582	NA
	ENSG00000237549	NA
HMGB3P6	ENSG00000213070	NA
	ENSG00000238142	NA
	ENSG00000234766	NA
	ENSG00000227305	NA
PSMD6-AS2	ENSG00000239653	100507062
	ENSG00000253388	NA
	ENSG00000231437	NA
	ENSG00000244192	NA
	ENSG00000236841	NA
PITPNC1	ENSG00000154217	26207
	ENSG00000225124	NA
	ENSG00000251830	NA
	ENSG00000200174	NA
PSMC4	ENSG00000013275	5704
OR5BH1P	ENSG00000242610	NA
	ENSG00000271843	NA
RNU6-391P	ENSG00000202050	NA
	ENSG00000204196	NA
	ENSG00000234387	NA
RNU6-371P	ENSG00000201153	NA
	ENSG00000232556	NA
	ENSG00000253414	NA
	ENSG00000231057	91548
RN7SL687P	ENSG00000244335	NA
TMEM139	ENSG00000178826	135932
	ENSG00000235241	NA
DNAJC19P2	ENSG00000269266	NA
	ENSG00000270549	NA
KRT8P43	ENSG00000218186	NA
RNA5SP109	ENSG00000212312	NA
	ENSG00000243410	NA
RNU6-171P	ENSG00000207082	NA
	ENSG00000232725	NA
ANLN	ENSG00000011426	54443
	ENSG00000213703	NA
RAET1E	ENSG00000164520	135250
RNU1-2	ENSG00000207005	26870
RNU1-2	ENSG00000207005	26871
RNU1-2	ENSG00000207005	26869
RNU1-2	ENSG00000207005	26866
RNU1-2	ENSG00000207005	26865
RNU1-2	ENSG00000207005	26863
RNU1-2	ENSG00000207005	6060
	ENSG00000269887	NA
	ENSG00000219666	NA
	ENSG00000237750	NA
	ENSG00000272345	NA
	ENSG00000272181	NA
	ENSG00000250405	NA
	ENSG00000216047	NA
SLC25A1P2	ENSG00000234467	100506447
HMGA2	ENSG00000149948	8091
	ENSG00000243236	NA
	ENSG00000272402	NA
MIR4672	ENSG00000263979	100616429
	ENSG00000272426	NA
DNAJC19P3	ENSG00000268997	NA
	ENSG00000254111	NA
	ENSG00000241111	100652759
MAPK6	ENSG00000069956	5597
	ENSG00000198237	NA
	ENSG00000255397	NA
	ENSG00000233693	100505795
HIST2H3A	ENSG00000203852	653604
HIST2H3A	ENSG00000203852	333932
HIST2H3A	ENSG00000203852	126961
VN1R33P	ENSG00000227426	NA
	ENSG00000226526	NA
	ENSG00000226925	NA
	ENSG00000224164	NA
RN7SL670P	ENSG00000264041	NA
	ENSG00000235545	400756
	ENSG00000226868	NA
HNRNPA1P62	ENSG00000259228	NA
MRPL50P2	ENSG00000238285	NA
	ENSG00000231246	NA
	ENSG00000200222	NA
	ENSG00000269354	NA
	ENSG00000224368	NA
	ENSG00000218725	NA
	ENSG00000252180	NA
OR1AA1P	ENSG00000234288	NA
	ENSG00000248955	NA
LINC00994	ENSG00000189196	100287879
	ENSG00000271917	NA
RN7SL344P	ENSG00000241395	NA
CYCSP45	ENSG00000184844	NA
	ENSG00000256458	NA
	ENSG00000239111	NA
	ENSG00000234318	NA
	ENSG00000204362	400743
LRRC14	ENSG00000160959	9684
	ENSG00000212205	NA
	ENSG00000201987	NA
KLF17	ENSG00000171872	128209
	ENSG00000218806	NA
ZNF734P	ENSG00000197990	NA
TXNP3	ENSG00000234388	NA
	ENSG00000205716	NA
	ENSG00000254290	NA
	ENSG00000237163	NA
	ENSG00000225487	NA
	ENSG00000259257	NA
	ENSG00000229258	NA
RPL7P61	ENSG00000230282	NA
	ENSG00000233459	NA
	ENSG00000252106	NA
PRICKLE2-AS1	ENSG00000241572	NA
CCDC11P1	ENSG00000251515	NA
MIR3972	ENSG00000266634	100616188
	ENSG00000227218	NA
	ENSG00000268582	NA
RN7SK	ENSG00000202198	125050
	ENSG00000229537	NA
FAM66A	ENSG00000227888	100133172
	ENSG00000233031	NA
	ENSG00000261976	NA
	ENSG00000259590	NA
RN7SL244P	ENSG00000242865	NA
	ENSG00000255543	NA
	ENSG00000239642	NA
KRT18P39	ENSG00000224791	NA
	ENSG00000261745	NA
	ENSG00000259760	NA
INTS6P1	ENSG00000250492	NA
PRICKLE2-AS2	ENSG00000241101	100874242
ZBTB22	ENSG00000206280	9278
	ENSG00000238761	NA
	ENSG00000263391	NA
RNU6-627P	ENSG00000200902	NA
RPL5P33	ENSG00000243521	NA
	ENSG00000254802	100130298
	ENSG00000268833	NA
	ENSG00000230973	NA
	ENSG00000259341	NA
	ENSG00000273483	NA
	ENSG00000217083	NA
	ENSG00000237844	NA
	ENSG00000211573	NA
	ENSG00000230132	NA
PADI6	ENSG00000256049	NA
PRDX3P4	ENSG00000239926	NA
NPM1P33	ENSG00000213925	NA
RPL7P5	ENSG00000241562	NA
	ENSG00000255283	NA
RNU6-755P	ENSG00000201270	NA
HNRNPA1P52	ENSG00000269119	NA
	ENSG00000233626	NA
MRPL53P1	ENSG00000235299	NA
	ENSG00000251930	NA
	ENSG00000227485	NA
	ENSG00000212086	NA
RNU6-474P	ENSG00000206970	NA
SLC2A8	ENSG00000136856	29988
PRPS1P1	ENSG00000226847	NA
PPIAP29	ENSG00000214975	NA
RNU6-464P	ENSG00000253026	NA
	ENSG00000252359	NA
NPM1P6	ENSG00000213881	NA
	ENSG00000201724	NA
COL1A1	ENSG00000108821	1277
	ENSG00000229225	NA
	ENSG00000235951	NA
RNU7-70P	ENSG00000252750	NA
SOD1P1	ENSG00000219074	NA
	ENSG00000221691	NA
	ENSG00000224702	NA
HLA-DQB2	ENSG00000196610	3120
SEPT7P5	ENSG00000164740	NA
GCSHP1	ENSG00000248651	NA
	ENSG00000238975	NA
HBM	ENSG00000206177	3042
CENPJ	ENSG00000151849	55835
CYP2C56P	ENSG00000229641	NA
	ENSG00000203605	NA
	ENSG00000226756	NA
	ENSG00000212187	NA
	ENSG00000225075	NA
	ENSG00000254222	NA
IGHV3-7	ENSG00000211938	NA
PRICKLE2-AS3	ENSG00000226017	100874243
	ENSG00000251846	NA
	ENSG00000265349	NA
RPL21P28	ENSG00000220749	NA
	ENSG00000254423	NA
	ENSG00000267839	NA
	ENSG00000255110	NA
	ENSG00000272053	NA
	ENSG00000271593	NA
	ENSG00000261595	NA
DNM1P46	ENSG00000182397	196968
	ENSG00000253711	NA
MERTK	ENSG00000153208	10461
TOB1-AS1	ENSG00000229980	400604
PHKG1P2	ENSG00000228645	NA
	ENSG00000262296	NA
	ENSG00000264074	NA
	ENSG00000218713	NA
RN7SKP13	ENSG00000251742	NA
	ENSG00000254696	NA
LINC00603	ENSG00000250048	102467077
	ENSG00000255556	649352
	ENSG00000269939	NA
	ENSG00000243993	NA
	ENSG00000268041	NA
	ENSG00000238022	NA
	ENSG00000234790	NA
	ENSG00000234714	NA
ASS1P1	ENSG00000220517	NA
	ENSG00000227791	NA
NPM1P45	ENSG00000265593	NA
RNA5SP49	ENSG00000252259	NA
HCFC1-AS1	ENSG00000235802	NA
	ENSG00000224331	NA
	ENSG00000261731	NA
	ENSG00000219302	NA
	ENSG00000236785	NA
	ENSG00000221486	NA
IGHV1-8	ENSG00000211939	NA
MIR3122	ENSG00000264358	100422947
DEFB109P1	ENSG00000242296	245912
HIST2H4B	ENSG00000182217	554313
HIST2H4B	ENSG00000182217	121504
HIST2H4B	ENSG00000182217	8370
HIST2H4B	ENSG00000182217	8368
HIST2H4B	ENSG00000182217	8366
HIST2H4B	ENSG00000182217	8367
HIST2H4B	ENSG00000182217	8365
HIST2H4B	ENSG00000182217	8364
HIST2H4B	ENSG00000182217	8362
HIST2H4B	ENSG00000182217	8363
HIST2H4B	ENSG00000182217	8361
HIST2H4B	ENSG00000182217	8360
HIST2H4B	ENSG00000182217	8359
HIST2H4B	ENSG00000182217	8294
	ENSG00000255541	NA
LINC00466	ENSG00000224209	199899
	ENSG00000251158	NA
	ENSG00000259810	NA
RN7SKP98	ENSG00000252879	NA
	ENSG00000227678	NA
MIR4772	ENSG00000264764	100616157
TRIM51HP	ENSG00000166007	440041
CRYBB3	ENSG00000100053	1417
KRT8P3	ENSG00000254285	3856
KRT18P56	ENSG00000249668	NA
	ENSG00000237271	NA
RNU1-136P	ENSG00000206908	NA
LINC00965	ENSG00000270074	349196
	ENSG00000229983	NA
C1QL2	ENSG00000144119	165257
	ENSG00000236525	NA
SLC29A4P2	ENSG00000214660	NA
HMGB1P20	ENSG00000219163	NA
	ENSG00000177822	101928703
	ENSG00000177822	90768
	ENSG00000254551	NA
RN7SL334P	ENSG00000244618	NA
DSTNP5	ENSG00000236681	NA
FAM90A25P	ENSG00000251402	NA
	ENSG00000253082	NA
	ENSG00000266556	NA
VN1R67P	ENSG00000260722	NA
	ENSG00000234389	NA
SNF8	ENSG00000159210	11267
	ENSG00000268525	NA
MIR3202-2	ENSG00000265176	100422987
MIR3202-2	ENSG00000265176	100422877
MIR3202-1	ENSG00000265176	100422987
MIR3202-1	ENSG00000265176	100422877
	ENSG00000226251	101929541
MIR5685	ENSG00000264056	100847075
	ENSG00000230848	NA
	ENSG00000229313	NA
RN7SL341P	ENSG00000239891	NA
	ENSG00000215866	100996702
	ENSG00000202438	NA
	ENSG00000236757	NA
LINC00604	ENSG00000250585	NA
GLUD1P3	ENSG00000250959	NA
RPS16P5	ENSG00000217527	647190
RN7SKP97	ENSG00000222898	NA
	ENSG00000199964	NA
	ENSG00000229923	NA
	ENSG00000223623	NA
	ENSG00000225304	NA
	ENSG00000237463	400794
MIR4470	ENSG00000264408	100616484
	ENSG00000261457	NA
CDH12P2	ENSG00000249230	NA
	ENSG00000254887	100505622
FAM224B	ENSG00000230663	NA
	ENSG00000261372	NA
TNRC18P2	ENSG00000223566	NA
WDR52	ENSG00000206530	55779
FAM58CP	ENSG00000231514	NA
MIR718	ENSG00000211524	100313781
	ENSG00000224095	NA
RNU1-150P	ENSG00000199361	NA
	ENSG00000234572	101927438
MIR4498	ENSG00000266704	100616179
	ENSG00000218857	NA
	ENSG00000228734	NA
CTBP2P1	ENSG00000235857	NA
	ENSG00000265615	NA
	ENSG00000230372	NA
MIR4687	ENSG00000263421	100616453
	ENSG00000251127	101929610
ALG1L12P	ENSG00000250794	NA
RNA5SP520	ENSG00000252315	NA
	ENSG00000199552	NA
	ENSG00000236634	NA
	ENSG00000230593	NA
	ENSG00000234758	NA
	ENSG00000223683	NA
	ENSG00000263913	NA
	ENSG00000212567	NA
	ENSG00000271367	NA
	ENSG00000230063	NA
	ENSG00000259634	4287
	ENSG00000230536	NA
SNORD72	ENSG00000212296	619564
RNA5SP521	ENSG00000252012	NA
	ENSG00000237843	NA
SNORA70F	ENSG00000206869	100337591
RPL31P28	ENSG00000219863	NA
	ENSG00000202146	NA
	ENSG00000224167	NA
	ENSG00000231830	NA
	ENSG00000250114	NA
RNU7-161P	ENSG00000253098	NA
ABCE1	ENSG00000164163	6059
	ENSG00000223890	NA
	ENSG00000206976	NA
	ENSG00000234915	NA
	ENSG00000233255	NA
	ENSG00000250742	400043
	ENSG00000248120	NA
RN7SL9P	ENSG00000265577	NA
	ENSG00000255232	NA
GIMAP8	ENSG00000171115	155038
DUSP8P5	ENSG00000235316	2749
	ENSG00000251018	101927813
	ENSG00000227680	NA
	ENSG00000225216	NA
RNA5SP110	ENSG00000199508	NA
	ENSG00000225338	NA
	ENSG00000251478	NA
	ENSG00000228040	NA
PXN-AS1	ENSG00000255857	100506649
MIR4323	ENSG00000266226	100422980
	ENSG00000179978	NA
RNA5SP111	ENSG00000223318	NA
	ENSG00000270050	NA
C20orf166	ENSG00000174407	128826
PSTK	ENSG00000179988	118672
	ENSG00000269988	NA
HNRNPA1P76	ENSG00000255141	NA
	ENSG00000238368	NA
	ENSG00000260470	NA
	ENSG00000252356	NA
RN7SL855P	ENSG00000266487	NA
	ENSG00000236283	NA
SNORA16B	ENSG00000201544	692157
	ENSG00000233741	NA
	ENSG00000223548	101927693
	ENSG00000254119	101929628
CYP2A13	ENSG00000197838	1553
MIR4283-2	ENSG00000265214	100422917
MIR4283-2	ENSG00000265214	100422848
MIR4283-1	ENSG00000265214	100422917
MIR4283-1	ENSG00000265214	100422848
	ENSG00000227211	NA
	ENSG00000259436	100505639
	ENSG00000257534	NA
	ENSG00000229832	NA
	ENSG00000230798	NA
	ENSG00000180672	NA
AKR7A2P1	ENSG00000229020	246182
RPL31P33	ENSG00000218049	NA
	ENSG00000224012	NA
IGLVV-66	ENSG00000254075	NA
RN7SL455P	ENSG00000264047	NA
	ENSG00000224535	NA
CMAHP	ENSG00000168405	8418
IGLVIV-65	ENSG00000254161	NA
	ENSG00000224850	NA
	ENSG00000204049	NA
CRYBB2	ENSG00000244752	1415
	ENSG00000218261	NA
	ENSG00000234771	100289019
MAPRE1P3	ENSG00000233204	NA
	ENSG00000224789	NA
	ENSG00000271338	NA
	ENSG00000265826	NA
	ENSG00000265122	NA
	ENSG00000248576	NA
	ENSG00000228067	101929565
	ENSG00000231585	NA
RN7SKP178	ENSG00000201875	NA
RNU6-589P	ENSG00000252294	NA
	ENSG00000230748	NA
IGLVIV-64	ENSG00000253242	NA
RNU6-168P	ENSG00000251998	NA
SLC16A1-AS1	ENSG00000226419	100506392
	ENSG00000213739	NA
ENPP7P6	ENSG00000255549	NA
	ENSG00000251003	NA
	ENSG00000229209	NA
EBNA1BP2	ENSG00000117395	102465439
EBNA1BP2	ENSG00000117395	10969
	ENSG00000271679	NA
LYZL6	ENSG00000161572	57151
	ENSG00000235653	NA
	ENSG00000224555	NA
RPL21P67	ENSG00000219776	NA
RN7SKP256	ENSG00000253010	NA
	ENSG00000235192	NA
	ENSG00000237638	400958
TAP2	ENSG00000206299	6891
IGLVI-63	ENSG00000253752	NA
	ENSG00000202046	NA
	ENSG00000237783	NA
NANOGP3	ENSG00000271373	NA
LIPE-AS1	ENSG00000213904	101928003
LIPE-AS1	ENSG00000213904	100996307
	ENSG00000252784	NA
	ENSG00000236878	NA
	ENSG00000253067	NA
	ENSG00000229195	NA
BCL2L10	ENSG00000137875	10017
	ENSG00000260805	NA
HIST2H2BE	ENSG00000184678	8349
RN7SL211P	ENSG00000244534	NA
	ENSG00000227623	NA
IGLV1-62	ENSG00000253823	NA
	ENSG00000236674	NA
	ENSG00000234163	NA
	ENSG00000233128	NA
PTPLA	ENSG00000261677	9200
	ENSG00000221234	NA
	ENSG00000238696	NA
	ENSG00000225610	NA
	ENSG00000230320	NA
	ENSG00000236206	NA
HBA2	ENSG00000188536	3040
HBA2	ENSG00000188536	3039
	ENSG00000212065	NA
	ENSG00000227394	NA
	ENSG00000232411	NA
RPS29P20	ENSG00000240385	NA
	ENSG00000253331	NA
	ENSG00000227616	NA
	ENSG00000225741	NA
RN7SL512P	ENSG00000264590	NA
OR4N2	ENSG00000176294	390429
	ENSG00000249379	NA
OXCT1-AS1	ENSG00000248668	100874002
	ENSG00000252485	NA
	ENSG00000236066	NA
	ENSG00000235862	NA
	ENSG00000206990	NA
	ENSG00000272214	NA
MIR199B	ENSG00000207581	406978
	ENSG00000227788	NA
	ENSG00000270154	NA
AGBL3	ENSG00000146856	340351
ABHD17AP5	ENSG00000182502	NA
CDH12P3	ENSG00000253492	NA
	ENSG00000207386	NA
SNORA70	ENSG00000207165	26778
RRM1-AS1	ENSG00000255276	NA
	ENSG00000253526	NA
FAM110C	ENSG00000184731	642273
	ENSG00000230175	NA
NRBP2	ENSG00000260533	102466748
NRBP2	ENSG00000260533	340371
	ENSG00000259655	NA
EPHB1	ENSG00000154928	2047
MIR3154	ENSG00000264823	100422893
RNU6-548P	ENSG00000252892	NA
CENPVP3	ENSG00000224109	NA
RN7SL488P	ENSG00000264271	NA
	ENSG00000237041	NA
	ENSG00000197180	158960
	ENSG00000253538	NA
TTC21B-AS1	ENSG00000224490	100506134
	ENSG00000227751	NA
HBS1L	ENSG00000112339	10767
	ENSG00000238198	100996251
SIGLEC1	ENSG00000088827	6614
OR55B1P	ENSG00000231548	NA
RNU7-123P	ENSG00000251720	NA
	ENSG00000226036	NA
	ENSG00000232613	NA
	ENSG00000264783	NA
STEAP3	ENSG00000115107	55240
CENPVP2	ENSG00000227997	NA
HNRNPA1P57	ENSG00000237442	NA
	ENSG00000201627	NA
LINC00630	ENSG00000223546	100287765
MTND3P10	ENSG00000233286	NA
RLIMP2	ENSG00000237278	NA
RN7SL130P	ENSG00000244256	NA
	ENSG00000236596	NA
RN7SL697P	ENSG00000264484	NA
	ENSG00000266727	NA
	ENSG00000254480	100506082
SLC16A14P1	ENSG00000213708	NA
CENPVP1	ENSG00000223591	441495
CENPVP1	ENSG00000223591	389857
PDLIM4	ENSG00000131435	8572
	ENSG00000177452	NA
RN7SL742P	ENSG00000264631	NA
RPS26P30	ENSG00000234839	NA
	ENSG00000239020	NA
OR4Q3	ENSG00000182652	441669
RN7SL847P	ENSG00000265319	NA
	ENSG00000231683	101927136
RNU4-18P	ENSG00000252560	NA
	ENSG00000261773	NA
	ENSG00000254701	NA
	ENSG00000225272	NA
	ENSG00000236648	NA
	ENSG00000221297	NA
	ENSG00000237980	NA
ATF4P2	ENSG00000231342	NA
	ENSG00000216917	NA
	ENSG00000227946	NA
	ENSG00000236576	NA
RN7SL542P	ENSG00000243633	NA
	ENSG00000272960	NA
	ENSG00000261781	101927876
	ENSG00000240281	NA
CFL1P3	ENSG00000228056	NA
	ENSG00000254021	NA
	ENSG00000232155	NA
	ENSG00000273281	NA
VN1R3	ENSG00000180663	NA
OR4M1	ENSG00000176299	441670
ASS1P11	ENSG00000225308	NA
RNU6-423P	ENSG00000207491	NA
	ENSG00000215838	440700
ATF4P1	ENSG00000213338	NA
CLUHP1	ENSG00000238191	NA
	ENSG00000255387	NA
	ENSG00000230035	NA
RNU6-504P	ENSG00000252377	NA
	ENSG00000236905	NA
	ENSG00000235775	NA
	ENSG00000272696	NA
	ENSG00000254615	NA
POLR3A	ENSG00000148606	11128
BTG2	ENSG00000159388	7832
	ENSG00000228827	NA
	ENSG00000224015	NA
NASP	ENSG00000132780	4678
	ENSG00000236118	NA
	ENSG00000231955	100329109
IKBKGP1	ENSG00000224882	NA
	ENSG00000233839	NA
	ENSG00000225387	NA
RBM22P13	ENSG00000261284	NA
SSU72P5	ENSG00000237565	NA
	ENSG00000241956	102546299
OR4K2	ENSG00000165762	390431
	ENSG00000233720	NA
GIMAP7	ENSG00000179144	168537
	ENSG00000221849	NA
	ENSG00000221372	NA
	ENSG00000235282	NA
GCSHP3	ENSG00000237580	NA
MIR548H5	ENSG00000266807	100616455
	ENSG00000272025	NA
SSU72P2	ENSG00000255194	NA
	ENSG00000252281	NA
	ENSG00000227710	NA
RN7SL484P	ENSG00000241588	NA
HIST2H2AC	ENSG00000184260	8338
TMSB4XP4	ENSG00000223551	NA
RNU6-809P	ENSG00000207190	NA
	ENSG00000219532	NA
	ENSG00000273365	NA
	ENSG00000172974	NA
	ENSG00000236107	NA
LDHAP3	ENSG00000236090	NA
	ENSG00000253582	NA
	ENSG00000221511	NA
	ENSG00000200508	NA
	ENSG00000221714	NA
	ENSG00000224358	NA
SNORD51	ENSG00000207047	26798
SOCS2P2	ENSG00000224465	NA
DAXX	ENSG00000206279	1616
OR4K5	ENSG00000176281	79317
FLVCR1-AS1	ENSG00000198468	642946
	ENSG00000254744	NA
	ENSG00000239694	NA
RPS3AP34	ENSG00000242607	NA
	ENSG00000252038	NA
DMAP1	ENSG00000178028	55929
	ENSG00000223949	101927034
P4HA2-AS1	ENSG00000237714	100861518
TAGLN2P1	ENSG00000253676	NA
SNORA41	ENSG00000207406	619569
SSU72P6	ENSG00000236175	NA
	ENSG00000253834	NA
LRP5L	ENSG00000100068	91355
	ENSG00000230659	NA
IGLVIV-59	ENSG00000254308	NA
RN7SKP200	ENSG00000222496	NA
STAM	ENSG00000260045	8027
	ENSG00000236887	NA
	ENSG00000231723	NA
	ENSG00000238460	NA
RARRES3	ENSG00000133321	5920
	ENSG00000254120	NA
IGLVV-58	ENSG00000253637	NA
RNU1-15P	ENSG00000195024	NA
	ENSG00000159186	NA
SSU72P4	ENSG00000186223	NA
	ENSG00000225478	NA
RNU7-84P	ENSG00000251892	NA
OR4K1	ENSG00000155249	79544
	ENSG00000255122	NA
HIST2H2AB	ENSG00000184270	317772
RN7SKP245	ENSG00000200895	NA
	ENSG00000167046	NA
	ENSG00000272593	81605
	ENSG00000232693	NA
HMGB1P46	ENSG00000254146	NA
	ENSG00000235182	NA
	ENSG00000229949	NA
	ENSG00000226141	NA
	ENSG00000236364	NA
	ENSG00000236533	NA
SSU72P3	ENSG00000186232	NA
	ENSG00000237115	NA
	ENSG00000224431	NA
CYP2F1	ENSG00000197446	1572
	ENSG00000238813	NA
BMP6P1	ENSG00000236323	NA
HMGN1P6	ENSG00000224070	NA
	ENSG00000236317	NA
	ENSG00000271527	NA
	ENSG00000211995	NA
RN7SKP152	ENSG00000222376	NA
RNU7-62P	ENSG00000238653	NA
	ENSG00000253544	NA
ACAD10	ENSG00000111271	80724
OR4K15	ENSG00000169488	81127
	ENSG00000238662	NA
	ENSG00000251007	NA
MIR4794	ENSG00000264470	100616338
PGAM1P13	ENSG00000248838	NA
RPS3AP35	ENSG00000244289	NA
RN7SKP260	ENSG00000252716	NA
	ENSG00000259219	NA
IGLVI-56	ENSG00000253126	NA
	ENSG00000236673	NA
SSU72P7	ENSG00000229542	NA
	ENSG00000225182	NA
	ENSG00000180105	NA
	ENSG00000238323	NA
OR3B1P	ENSG00000237619	NA
MIR4695	ENSG00000265606	100616120
IGLVIV-53	ENSG00000253935	NA
	ENSG00000226292	NA
	ENSG00000235899	101927171
	ENSG00000234784	NA
VPS52	ENSG00000223501	6293
SNORA36A	ENSG00000206948	100847052
SNORA36A	ENSG00000206948	677817
GLIPR1	ENSG00000139278	11010
MIR219-2	ENSG00000207955	100616335
MIR219-2	ENSG00000207955	407003
HNRNPA1P51	ENSG00000234491	NA
RNA5SP402	ENSG00000252957	NA
	ENSG00000253816	NA
	ENSG00000199487	NA
TOP3BP1	ENSG00000228050	NA
MIR1290	ENSG00000221662	100302276
	ENSG00000232499	NA
RPL31P13	ENSG00000228646	NA
OR4Q2	ENSG00000196383	NA
	ENSG00000207218	NA
	ENSG00000259356	NA
	ENSG00000227220	NA
OR52B3P	ENSG00000175800	NA
	ENSG00000272084	NA
	ENSG00000253789	NA
	ENSG00000227885	NA
	ENSG00000226401	NA
	ENSG00000234726	NA
	ENSG00000225233	NA
MTHFD2P6	ENSG00000249266	NA
RNA5SP275	ENSG00000200806	NA
FMOD	ENSG00000122176	2331
	ENSG00000266098	NA
	ENSG00000272216	NA
	ENSG00000228614	NA
OR4K14	ENSG00000169484	122740
RNA5SP64	ENSG00000207341	NA
	ENSG00000236166	NA
SLC22A7	ENSG00000137204	10864
	ENSG00000221026	NA
	ENSG00000255046	NA
NRBF2P4	ENSG00000253228	NA
	ENSG00000230424	101927895
INTU	ENSG00000164066	27152
	ENSG00000226411	NA
	ENSG00000203307	NA
	ENSG00000234630	NA
MTND5P20	ENSG00000238256	NA
	ENSG00000228255	NA
	ENSG00000271218	NA
	ENSG00000228577	NA
	ENSG00000270728	NA
	ENSG00000233877	NA
CECR2	ENSG00000099954	27443
MIR548AJ1	ENSG00000265669	100616191
	ENSG00000230898	NA
SNORA56	ENSG00000206693	677835
CICP24	ENSG00000271466	NA
OR4K13	ENSG00000176253	390433
	ENSG00000262049	NA
