id	gene	allTranscripts	transcript	totExons	strand	chrom	startUpIntron	endUpIntron	startUpBSE	endUpBSE	startDownBSE	endDownBSE	startDownIntron	endDownIntron	exNumUpBSE	exNumDownBSE	numOfExons	lenUpIntron	lenUpBSE	lenDownBSE	lenDownIntron	meanLengthBSEs	meanLengthIntrons	lenCircRNA
1698	EML1:+:chr14:100316461:100331983	EML1	NA	NA	NA	+	chr14	NA	NA	100316461	NA	NA	100331983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1699	EPB41:+:chr1:29319842:29344954	EPB41	ENST00000343067,ENST00000373798,ENST00000356093,ENST00000398863,ENST00000349460,ENST00000373800,ENST00000347529,ENST00000373797	ENST00000343067	21	+	chr1	29314418	29319841	29319842	29320054	29344736	29344954	29344955	29356911	3	7	5	5423	212	218	11956	215	8689.5	656
1700	GAB1:+:chr4:144336630:144361535	GAB1	ENST00000262995,ENST00000262994,ENST00000505913	ENST00000262995	11	+	chr4	144258414	144336629	144336630	144336924	144361232	144361535	144361536	144378832	2	6	5	78215	294	303	17296	298.5	47755.5	1513
1701	PDS5A:-:chr4:39847500:39843568	PDS5A	ENST00000303538	ENST00000303538	33	-	chr4	39850470	39847501	39847500	39847438	39843676	39843568	39843567	39839829	29	31	3	2969	62	108	3738	85	3353.5	318
1702	SCAF4:-:chr21:33078670:33073308	SCAF4	ENST00000286835,ENST00000399804,ENST00000434667	ENST00000286835	20	-	chr21	33103975	33078671	33078670	33078587	33073484	33073308	33073307	33069064	2	7	6	25304	83	176	4243	129.5	14773.5	747
1703	SCAF8:+:chr6:155108995:155154543	SCAF8	NA	NA	NA	+	chr6	NA	NA	155108995	NA	NA	155154543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1704	MAN2A1:+:chr5:109103236:109159538	MAN2A1	ENST00000261483	ENST00000261483	22	+	chr5	109091158	109103235	109103236	109103409	109159424	109159538	109159539	109178028	6	16	11	12077	173	114	18489	143.5	15283	1731
1705	FZD3:+:chr8:28357450:28360719	FZD3	ENST00000240093	ENST00000240093	8	+	chr8	28351861	28357449	28357450	28357495	28360187	28360719	28360720	28378154	2	3	2	5588	45	532	17434	288.5	11511	579
1706	UBE2D2:+:chr5:138979957:139003046	UBE2D2	ENST00000253815,ENST00000398733,ENST00000505548,ENST00000398734,ENST00000511725	ENST00000253815	8	+	chr5	138941993	138979956	138979957	138980020	139002953	139003046	139003047	139006340	3	7	5	37963	63	93	3293	78	20628	374
1707	MICU1:-:chr10:74326552:74322653	MICU1	ENST00000398761,ENST00000361114,ENST00000401998,ENST00000604238	ENST00000398761	14	-	chr10	74385767	74326553	74326552	74326391	74322821	74322653	74322652	74311100	2	3	2	59214	161	168	11552	164.5	35383	331
1708	LRPPRC:-:chr2:44209573:44200746	LRPPRC	ENST00000260665,ENST00000409946,ENST00000409659	ENST00000260665	38	-	chr2	44222937	44209574	44209573	44209377	44200853	44200746	44200745	44190846	2	11	10	13363	196	107	9899	151.5	11631	1220
1709	PWWP2A:-:chr5:159521072:159516513	PWWP2A	NA	NA	NA	-	chr5	NA	NA	159521072	NA	NA	159516513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1710	S100PBP:+:chr1:33290914:33295668	S100PBP	ENST00000373475,ENST00000356689,ENST00000373476,ENST00000531123,ENST00000398243	ENST00000373475	7	+	chr1	33283291	33290913	33290914	33291030	33295565	33295668	33295669	33318679	2	5	4	7622	116	103	23010	109.5	15316	1143
1711	SAV1:-:chr14:51111732:51107468	SAV1	ENST00000324679,ENST00000555720	ENST00000324679	5	-	chr14	51131896	51111733	51111732	51111462	51107611	51107468	51107467	51102103	3	4	2	20163	270	143	5364	206.5	12763.5	415
1712	UBE2V2:+:chr8:48955593:48962538	UBE2V2	ENST00000523111,ENST00000521346,ENST00000518360,ENST00000520595,ENST00000517630	ENST00000523111	4	+	chr8	48921031	48955592	48955593	48955741	48962413	48962538	48962539	48973241	2	3	2	34561	148	125	10702	136.5	22631.5	275
1713	ATP6V1H:-:chr8:54742093:54723724	ATP6V1H	ENST00000359530,ENST00000520188,ENST00000396774,ENST00000524164	ENST00000359530	14	-	chr8	54745543	54742094	54742093	54742004	54723777	54723724	54723723	54714457	4	7	4	3449	89	53	9266	71	6357.5	363
1714	LPHN2:+:chr1:82402412:82421744	LPHN2	ENST00000370728,ENST00000370730,ENST00000370717,ENST00000394879,ENST00000271029,ENST00000335786,ENST00000370715,ENST00000319517,ENST00000370713,ENST00000370725,ENST00000370723,ENST00000370727,ENST00000370721,ENST00000359929	ENST00000370728	25	+	chr1	82372916	82402411	82402412	82402521	82421561	82421744	82421745	82431741	7	13	7	29495	109	183	9996	146	19745.5	1718
1715	MCM4:+:chr8:48882358:48884028	MCM4	ENST00000262105,ENST00000523944	ENST00000262105	16	+	chr8	48880046	48882357	48882358	48882617	48883901	48884028	48884029	48885416	10	12	3	2311	259	127	1387	193	1849	754
1716	PREX2:+:chr8:68950394:68973014	PREX2	ENST00000288368,ENST00000529398,ENST00000517617	ENST00000288368	40	+	chr8	68942894	68950393	68950394	68950527	68972914	68973014	68973015	68981267	7	11	5	7499	133	100	8252	116.5	7875.5	634
1717	CHD7:+:chr8:61728946:61736575	CHD7	ENST00000423902	ENST00000423902	38	+	chr8	61720832	61728945	61728946	61729060	61736399	61736575	61736576	61741221	8	13	6	8113	114	176	4645	145	6379	880
1718	DMTF1:+:chr7:86792811:86815296	DMTF1	ENST00000394703,ENST00000447863,ENST00000579677,ENST00000425406,ENST00000331242,ENST00000413276,ENST00000579850,ENST00000432937,ENST00000584619	ENST00000394703	20	+	chr7	86783845	86792810	86792811	86792933	86815145	86815296	86815297	86817407	4	14	11	8965	122	151	2110	136.5	5537.5	1332
1719	BARD1:-:chr2:215657169:215617170	BARD1	ENST00000260947	ENST00000260947	11	-	chr2	215661784	215657170	215657169	215657021	215617279	215617171	215617170	215610579	3	7	5	4614	148	108	6591	128	5602.5	1462
1720	VCAN:+:chr5:82832826:82868379	VCAN	ENST00000265077,ENST00000343200	ENST00000265077	15	+	chr5	82818129	82832825	82832826	82838087	82868235	82868379	82868380	82875798	8	13	6	14696	5261	144	7418	2702.5	11057	5877
1721	ABI2:+:chr2:204231600:204291992	ABI2	ENST00000417864	ENST00000417864	11	+	chr2	204193355	204231599	204231600	204231767	204291900	204291992	NA	NA	2	11	10	38244	167	92	NA	129.5	38244	1342
1722	BAZ1A:-:chr14:35272194:35269430	BAZ1A	ENST00000360310,ENST00000358716,ENST00000382422	ENST00000360310	27	-	chr14	35276656	35272195	35272194	35272060	35269596	35269430	35269429	35264972	7	9	3	4461	134	166	4457	150	4459	402
1723	NCOA1:+:chr2:24787164:24905997	NCOA1	ENST00000405141,ENST00000406961	ENST00000405141	25	+	chr2	24777443	24787163	24787164	24787299	24905820	24905997	24905998	24914349	3	9	7	9720	135	177	8351	156	9035.5	927
1724	CHD2:+:chr15:93489051:93510743	CHD2	ENST00000394196,ENST00000557381	ENST00000394196	39	+	chr15	93487746	93489050	93489051	93489095	93510555	93510743	93510744	93514994	11	17	7	1304	44	188	4250	116	2777	1036
1725	ATP2B1:-:chr12:90049884:90049456	ATP2B1	ENST00000428670,ENST00000359142	ENST00000428670	21	-	chr12	90102372	90049885	90049884	90049456	90049884	90049456	90049455	90036133	2	2	1	52487	428	428	13322	428	32904.5	429
1726	UBAP2:-:chr9:33948585:33941647	UBAP2	ENST00000379238,ENST00000360802,ENST00000449054,ENST00000379239,ENST00000539807,ENST00000418786	ENST00000379238	29	-	chr9	33953282	33948586	33948585	33948372	33941860	33941647	33941646	33935877	13	16	4	4696	213	213	5769	213	5232.5	873
1727	ZEB1:+:chr10:31676053:31750166	ZEB1	ENST00000437844,ENST00000488625,ENST00000561304,ENST00000559496,ENST00000560196,ENST00000561061,ENST00000557827,ENST00000493835	ENST00000437844	11	+	chr10	31662103	31676052	31676053	31676195	31749966	31750166	31750167	31784704	3	4	2	13949	142	200	34537	171	24243	344
1728	DTL:+:chr1:212218002:212220759	DTL	ENST00000366991,ENST00000475419,ENST00000542077	ENST00000366991	15	+	chr1	212216461	212218001	212218002	212218100	212220639	212220759	212220760	212236225	3	5	3	1540	98	120	15465	109	8502.5	282
1729	PMS1:+:chr2:190670378:190682906	PMS1	ENST00000441310,ENST00000450931,ENST00000409823,ENST00000447232,ENST00000421722,ENST00000424307,ENST00000424059,ENST00000424766	ENST00000441310	13	+	chr2	190660678	190670377	190670378	190670480	190682743	190682906	190682907	190708689	4	5	2	9699	102	163	25782	132.5	17740.5	267
1730	BAZ1A:-:chr14:35331528:35331250	BAZ1A	ENST00000360310,ENST00000358716,ENST00000382422	ENST00000360310	27	-	chr14	35343697	35331529	35331528	35331250	35331528	35331250	35331249	35295363	3	3	1	12168	278	278	35886	278	24027	279
1731	YY1AP1:-:chr1:155650247:155646339	YY1AP1	ENST00000368340,ENST00000368339,ENST00000361831,ENST00000407221,ENST00000361140,ENST00000436865,ENST00000311573,ENST00000355499,ENST00000404643,ENST00000295566,ENST00000368330,ENST00000347088,ENST00000354691,ENST00000405763,ENST00000443231,ENST00000476027,ENST00000438245,ENST00000454523,ENST00000496324	ENST00000368340	10	-	chr1	155657861	155650248	155650247	155650207	155646537	155646339	155646338	155644888	2	4	3	7613	40	198	1450	119	4531.5	344
1732	GPR98:+:chr5:90101101:90119413	GPR98	ENST00000405460,ENST00000425867	ENST00000405460	90	+	chr5	90098700	90101100	90101101	90101275	90119242	90119413	90119414	90124760	72	76	5	2400	174	171	5346	172.5	3873	1707
1733	ATP6V1H:-:chr8:54742093:54708207	ATP6V1H	ENST00000355221,ENST00000359530,ENST00000520188,ENST00000396774,ENST00000524164	ENST00000355221	13	-	chr8	54745543	54742094	54742093	54742004	54708399	54708207	54708206	54684728	4	8	5	3449	89	192	23478	140.5	13463.5	600
1734	MPHOSPH9:-:chr12:123687922:123645328	MPHOSPH9	ENST00000606320,ENST00000541076,ENST00000545556,ENST00000392425,ENST00000302349	ENST00000606320	24	-	chr12	123694602	123687923	123687922	123687797	123645396	123645328	123645327	123641456	9	23	15	6679	125	68	3871	96.5	5275	2256
1735	TIAM2:+:chr6:155450352:155458746	TIAM2	ENST00000461783,ENST00000456144,ENST00000367174,ENST00000318981,ENST00000529824,ENST00000528535	ENST00000461783	29	+	chr6	155448735	155450351	155450352	155451551	155458311	155458746	155458747	155465739	6	7	2	1616	1199	435	6992	817	4304	1636
1736	ZWILCH:+:chr15:66828271:66839043	ZWILCH	ENST00000307897,ENST00000446801,ENST00000535141,ENST00000565627	ENST00000307897	19	+	chr15	66825352	66828270	66828271	66828407	66838929	66839043	66839044	66840688	15	18	4	2918	136	114	1644	125	2281	461
1737	DCC:+:chr18:50589675:50741967	DCC	ENST00000442544,ENST00000581580,ENST00000412726,ENST00000304775	ENST00000442544	29	+	chr18	50451741	50589674	50589675	50589829	50741918	50741967	50741968	50831947	6	12	7	137933	154	49	89979	101.5	113956	926
1738	MED17:+:chr11:93523740:93535138	MED17	ENST00000251871	ENST00000251871	12	+	chr11	93521334	93523739	93523740	93523959	93535001	93535138	93535139	93540683	3	9	7	2405	219	137	5544	178	3974.5	1049
1739	SEMA3A:-:chr7:83823984:83689781	SEMA3A	ENST00000436949	ENST00000436949	18	-	chr7	83824679	83823985	83823984	83823791	83689874	83689781	83689780	83675760	2	6	5	694	193	93	14020	143	7357	629
1740	MIB1:+:chr18:19418325:19427086	MIB1	ENST00000261537,ENST00000578646	ENST00000261537	21	+	chr18	19399608	19418325	19418326	19418458	19426905	19427086	19427087	19429156	13	16	4	18717	132	181	2069	156.5	10393	564
1741	SMOC1:+:chr14:70477471:70490164	SMOC1	ENST00000381280,ENST00000361956	ENST00000381280	12	+	chr14	70461198	70477470	70477471	70477663	70489920	70490164	70490165	70496961	8	11	4	16272	192	244	6796	218	11534	627
1742	RARS:+:chr5:167915607:167921655	RARS	ENST00000231572,ENST00000520013,ENST00000538719,ENST00000522834	ENST00000231572	15	+	chr5	167913549	167915606	167915607	167915741	167921555	167921655	167921656	167922319	2	5	4	2057	134	100	663	117	1360	534
1743	BAI3:+:chr6:69723930:69785930	BAI3	ENST00000370598	ENST00000370598	32	+	chr6	69703855	69723929	69723930	69723998	69785887	69785930	69785931	69943181	12	17	6	20074	68	43	157250	55.5	88662	551
1744	UBE2K:+:chr4:39739040:39776553	UBE2K	ENST00000261427,ENST00000438068,ENST00000445950	ENST00000261427	7	+	chr4	39700011	39739039	39739040	39739133	39776454	39776553	39776554	39779301	2	5	4	39028	93	99	2747	96	20887.5	336
1745	CADM1:-:chr11:115111140:115080294	CADM1	ENST00000452722,ENST00000537058,ENST00000331581	ENST00000452722	10	-	chr11	115374988	115111141	115111140	115110994	115080377	115080294	115080293	115049496	2	8	7	263847	146	83	30797	114.5	147322	954
1746	RIMS1:+:chr6:73001637:73043538	RIMS1	ENST00000264839,ENST00000348717,ENST00000521978,ENST00000491071,ENST00000517960,ENST00000401910,ENST00000517433,ENST00000453976,ENST00000522211,ENST00000538414,ENST00000370420	ENST00000264839	30	+	chr6	72975753	73001636	73001637	73001749	73043303	73043538	73043539	73100299	22	25	4	25883	112	235	56760	173.5	41321.5	629
1747	FBXL17:-:chr5:107684231:107521817	FBXL17	ENST00000542267,ENST00000359660,ENST00000496714,ENST00000481160	ENST00000542267	9	-	chr5	107700438	107684232	107684231	107684100	107521948	107521818	107521817	107356703	4	6	3	16206	131	130	165114	130.5	90660	371
1748	MAGI2:-:chr7:77814987:77789342	MAGI2	ENST00000354212,ENST00000522391	ENST00000354212	22	-	chr7	77824190	77814988	77814987	77814946	77789590	77789342	77789341	77764524	13	16	4	9202	41	248	24817	144.5	17009.5	576
1749	SNHG14:+:chr15:25511578:25524031	SNHG14	ENST00000452731	ENST00000452731	9	+	chr15	25497481	25511577	25511578	25511761	25523994	25524031	25524032	25583157	2	8	7	14096	183	37	59125	110	36610.5	769
1750	FBXO7:+:chr22:32874968:32875262	FBXO7	ENST00000266087,ENST00000397426,ENST00000444207	ENST00000266087	9	+	chr22	32871112	32874967	32874968	32875262	32874968	32875262	32875263	32879883	2	2	1	3855	294	294	4620	294	4237.5	295
1751	SNHG14:+:chr15:25284858:25287662	SNHG14	NA	NA	NA	+	chr15	NA	NA	25284858	NA	NA	25287662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1752	STAU2:-:chr8:74601048:74585341	STAU2	ENST00000355780,ENST00000521727,ENST00000519961,ENST00000524300,ENST00000522695,ENST00000522509,ENST00000524104,ENST00000518981,ENST00000517542,ENST00000522962,ENST00000521419,ENST00000521447	ENST00000355780	12	-	chr8	74650518	74601049	74601048	74600889	74585477	74585342	74585341	74529687	4	5	2	49469	159	135	55654	147	52561.5	296
1753	ARHGEF12:+:chr11:120343759:120348235	ARHGEF12	ENST00000397843,ENST00000356641,ENST00000532993	ENST00000397843	41	+	chr11	120340098	120343758	120343759	120343836	120348156	120348235	120348236	120348864	31	36	6	3660	77	79	628	78	2144	577
1754	UNC79:+:chr14:93934017:93963632	UNC79	ENST00000553484,ENST00000555664,ENST00000256339,ENST00000393151	ENST00000553484	51	+	chr14	93897398	93934016	93934017	93934137	93963503	93963632	93963633	93990323	2	7	6	36618	120	129	26690	124.5	31654	876
1755	NRXN1:-:chr2:50282182:50280409	NRXN1	ENST00000404971,ENST00000401669,ENST00000405472,ENST00000402717	ENST00000404971	24	-	chr2	50318460	50282183	50282182	50282093	50280728	50280409	50280408	50170930	21	22	2	36277	89	319	109478	204	72877.5	410
1756	DNAJC6:+:chr1:65830318:65831879	DNAJC6	ENST00000395325,ENST00000371069,ENST00000263441,ENST00000494710,ENST00000463018	ENST00000395325	19	+	chr1	65730616	65830317	65830318	65830468	65831731	65831879	65831880	65845084	2	4	3	99701	150	148	13204	149	56452.5	350
1757	POMT1:+:chr9:134381501:134381840	POMT1	ENST00000423007,ENST00000372228,ENST00000402686,ENST00000341012,ENST00000418774,ENST00000448212	ENST00000423007	20	+	chr9	134379728	134381500	134381501	134381607	134381790	134381840	134381841	134382754	3	4	2	1772	106	50	913	78	1342.5	158
1758	LRCH1:+:chr13:47297356:47308133	LRCH1	ENST00000311191,ENST00000389798,ENST00000389797	ENST00000311191	19	+	chr13	47286733	47297355	47297356	47297465	47308056	47308133	47308134	47324674	16	18	3	10622	109	77	16540	93	13581	326
1759	PICALM:-:chr11:85742653:85701293	PICALM	ENST00000526033,ENST00000393346,ENST00000356360	ENST00000526033	20	-	chr11	85779692	85742654	85742653	85742511	85701421	85701293	85701292	85695017	2	13	12	37038	142	128	6275	135	21656.5	1257
1760	MAGI2:-:chr7:77975360:77973094	MAGI2	ENST00000354212,ENST00000419488,ENST00000522391,ENST00000519748,ENST00000536571,ENST00000535697,ENST00000520379	ENST00000354212	22	-	chr7	77998472	77975361	77975360	77975239	77973277	77973095	77973094	77885899	8	9	2	23111	121	182	87195	151.5	55153	305
1761	NRXN1:-:chr2:51153093:51149007	NRXN1	ENST00000404971,ENST00000406316,ENST00000401669,ENST00000405472,ENST00000405581	ENST00000404971	24	-	chr2	51253508	51153094	51153093	51153076	51149018	51149007	51149006	50850754	4	6	3	100414	17	11	298252	14	199333	60
1762	ERC1:+:chr12:1399018:1519619	ERC1	ENST00000440394,ENST00000347735,ENST00000542302,ENST00000545948,ENST00000538971,ENST00000588412	ENST00000440394	20	+	chr12	1372332	1399017	1399018	1399178	1519555	1519619	1519620	1553727	15	18	4	26685	160	64	34107	112	30396	470
1763	MAP2K4:+:chr17:11958206:12016677	MAP2K4	ENST00000415385,ENST00000353533,ENST00000602375	ENST00000415385	12	+	chr17	11935616	11958205	11958206	11958308	12016550	12016677	12016678	12028610	3	8	6	22589	102	127	11932	114.5	17260.5	698
1764	RANBP17:+:chr5:170610203:170632616	RANBP17	NA	NA	NA	+	chr5	NA	NA	170610203	NA	NA	170632616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1765	RP11-29G8.3:+:chr13:76195899:76335174	RP11-29G8.3	ENST00000563635	ENST00000563635	15	+	chr13	76169127	76195898	76195899	76196004	76335068	76335174	76335175	76369536	8	11	4	26771	105	106	34361	105.5	30566	354
1766	NEDD4L:+:chr18:55833020:55919286	NEDD4L	ENST00000456986,ENST00000256832,ENST00000382850,ENST00000400345,ENST00000357895,ENST00000435432,ENST00000586263,ENST00000356462,ENST00000256830,ENST00000592846	ENST00000456986	31	+	chr18	55714743	55833019	55833020	55833093	55919233	55919286	55919287	55983213	2	5	4	118276	73	53	63926	63	91101	249
1767	PSMB1:-:chr6:170858201:170852688	PSMB1	ENST00000262193	ENST00000262193	6	-	chr6	170862217	170858202	170858201	170858094	170852818	170852689	170852688	170846429	2	4	3	4015	107	129	6259	118	5137	320
1768	NRXN1:-:chr2:50850753:50847160	NRXN1	ENST00000404971,ENST00000406316,ENST00000401669,ENST00000405472,ENST00000402717,ENST00000406859,ENST00000331040	ENST00000404971	24	-	chr2	51149006	50850754	50850753	50850452	50847321	50847160	50847159	50780164	7	9	3	298252	301	161	66995	231	182623.5	509
1769	ATP6V0A1:+:chr17:40650942:40653322	ATP6V0A1	ENST00000343619,ENST00000264649,ENST00000544137,ENST00000546249,ENST00000393829,ENST00000537728,ENST00000585525	ENST00000343619	22	+	chr17	40647735	40650941	40650942	40651060	40653215	40653322	40653323	40659537	15	17	3	3206	118	107	6214	112.5	4710	444
1770	AFF2:+:chrX:147733520:147744289	AFF2	ENST00000370460,ENST00000370457,ENST00000342251,ENST00000370458	ENST00000370460	21	+	chrX	147582665	147733519	147733520	147733652	147743429	147744289	147744290	147891399	2	3	2	150854	132	860	147109	496	148981.5	994
1771	ST6GAL2:-:chr2:107450602:107446521	ST6GAL2	ENST00000409382,ENST00000361686,ENST00000409087	ENST00000409382	6	-	chr2	107459490	107450603	107450602	107450505	107446696	107446522	107446521	107423406	3	5	3	8887	97	174	23115	135.5	16001	375
1772	DPP10:+:chr2:116066815:116101488	DPP10	ENST00000410059,ENST00000409163,ENST00000310323,ENST00000393147,ENST00000461250,ENST00000486885,ENST00000436732,ENST00000393146,ENST00000419287	ENST00000410059	26	+	chr2	115200416	116066814	116066815	116066929	116101393	116101488	116101489	116257085	2	3	2	866398	114	95	155596	104.5	510997	211
1773	MCF2L2:-:chr3:182925611:182923663	MCF2L2	ENST00000488149,ENST00000328913,ENST00000473233	ENST00000488149	28	-	chr3	182933756	182925612	182925611	182925396	182923742	182923664	182923663	182913044	24	26	3	8144	215	78	10619	146.5	9381.5	388
1774	ANKRD12:+:chr18:9195549:9221997	ANKRD12	ENST00000262126,ENST00000383440,ENST00000400020,ENST00000540578,ENST00000546007	ENST00000262126	13	+	chr18	9182518	9195548	9195549	9195696	9221850	9221997	9221998	9254208	3	8	6	13030	147	147	32210	147	22620	856
1775	ERC2:-:chr3:56026278:55717821	ERC2	ENST00000288221,ENST00000460849	ENST00000288221	18	-	chr3	56041208	56026279	56026278	56026085	55717887	55717822	55717821	55545305	11	17	7	14929	193	65	172516	129	93722.5	852
1776	SLC8A1:-:chr2:40405633:40366541	SLC8A1	ENST00000407929,ENST00000403092,ENST00000405901,ENST00000332839	ENST00000407929	8	-	chr2	40655612	40405634	40405633	40405527	40366816	40366541	40366540	40342770	2	7	6	249978	106	275	23770	190.5	136874	736
1777	EPB41L5:+:chr2:120885264:120932576	EPB41L5	NA	NA	NA	+	chr2	NA	NA	120885264	NA	NA	120932576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1778	RERE:-:chr1:8674745:8525984	RERE	ENST00000337907,ENST00000400908,ENST00000400907	ENST00000337907	24	-	chr1	8684368	8674746	8674745	8674620	8526083	8525985	8525984	8482868	5	12	8	9622	125	98	43116	111.5	26369	807
1779	PTPRM:+:chr18:8076453:8088849	PTPRM	ENST00000332175,ENST00000580170,ENST00000400053,ENST00000444013,ENST00000400060,ENST00000578571	ENST00000332175	31	+	chr18	8069993	8076452	8076453	8076562	8088747	8088849	8088850	8113483	9	11	3	6459	109	102	24633	105.5	15546	415
1780	HDGFRP3:-:chr15:83826793:83819967	HDGFRP3	ENST00000299633,ENST00000563790	ENST00000299633	6	-	chr15	83832750	83826794	83826793	83826655	83820113	83819967	83819966	83808028	3	5	3	5956	138	146	11938	142	8947	445
1781	EPHA5:-:chr4:66286283:66197690	EPHA5	ENST00000273854,ENST00000432638,ENST00000354839	ENST00000273854	18	-	chr4	66356094	66286284	66286283	66286159	66197846	66197691	66197690	66189938	6	17	12	69810	124	155	7752	139.5	38781	1606
1782	UBQLN1:-:chr9:86301070:86294690	UBQLN1	ENST00000376395,ENST00000257468	ENST00000376395	11	-	chr9	86322414	86301071	86301070	86300919	86294952	86294690	86294689	86293515	2	4	3	21343	151	262	1174	206.5	11258.5	531
1783	KIAA1549L:+:chr11:33572586:33573787	KIAA1549L	ENST00000321505,ENST00000389726,ENST00000265654,ENST00000526400	ENST00000321505	20	+	chr11	33569426	33572585	33572586	33572805	33573654	33573787	33573788	33581294	4	5	2	3159	219	133	7506	176	5332.5	354
1784	RNF130:-:chr5:179407200:179393805	RNF130	ENST00000522208,ENST00000521389,ENST00000520911,ENST00000261947	ENST00000522208	8	-	chr5	179440060	179407201	179407200	179407129	179394010	179393806	179393805	179347427	4	7	4	32859	71	204	46378	137.5	39618.5	457
1785	TRIM2:+:chr4:154191487:154197282	TRIM2	ENST00000338700,ENST00000494872,ENST00000479711	ENST00000338700	12	+	chr4	154125713	154191486	154191487	154191671	154197045	154197282	154197283	154214133	2	3	2	65773	184	237	16850	210.5	41311.5	423
1786	FCHSD2:-:chr11:72700142:72695132	FCHSD2	ENST00000409314,ENST00000311172,ENST00000409418,ENST00000458644,ENST00000409853	ENST00000409314	21	-	chr11	72712034	72700143	72700142	72700009	72695261	72695133	72695132	72632996	6	8	3	11891	133	128	62136	130.5	37013.5	318
1787	CPEB3:-:chr10:93940776:93902785	CPEB3	ENST00000412050,ENST00000265997	ENST00000412050	10	-	chr10	93952302	93940777	93940776	93940720	93902875	93902786	93902785	93870952	4	6	3	11525	56	89	31833	72.5	21679	315
1788	LMBR1:-:chr7:156629579:156619298	LMBR1	ENST00000353442,ENST00000415428,ENST00000454132,ENST00000354505,ENST00000434453,ENST00000444719,ENST00000461469,ENST00000498034	ENST00000353442	17	-	chr7	156685621	156629580	156629579	156629507	156619438	156619299	156619298	156589187	2	4	3	56041	72	139	30111	105.5	43076	253
1789	STK39:-:chr2:168986268:168869144	STK39	ENST00000355999	ENST00000355999	18	-	chr2	168994597	168986269	168986268	168986220	168869212	168869144	168869143	168821237	9	16	8	8328	48	68	47906	58	28117	524
1790	ZCCHC7:+:chr9:37126309:37127260	ZCCHC7	NA	NA	NA	+	chr9	NA	NA	37126309	NA	NA	37127260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1791	PBX3:+:chr9:128677964:128697886	PBX3	ENST00000373487,ENST00000342287,ENST00000373489,ENST00000447726,ENST00000538998	ENST00000373487	10	+	chr9	128510903	128677964	128677965	128678206	128697751	128697886	128697887	128711656	3	5	3	167061	241	135	13769	188	90415	569
1792	CCNT2-AS1:-:chr2:135626611:135624112	CCNT2-AS1	NA	NA	NA	-	chr2	NA	NA	135626611	NA	NA	135624112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1793	RP11-29G8.3:+:chr13:76134889:76143643	RP11-29G8.3	ENST00000563635	ENST00000563635	15	+	chr13	76124124	76134888	76134889	76135017	76143596	76143643	76143644	76169050	3	6	4	10764	128	47	25406	87.5	18085	420
1794	NRXN1:-:chr2:50733755:50692580	NRXN1	ENST00000404971,ENST00000406316,ENST00000401669,ENST00000405472,ENST00000402717,ENST00000406859,ENST00000331040	ENST00000404971	24	-	chr2	50755762	50733756	50733755	50733633	50692699	50692580	50692579	50464109	14	18	5	22006	122	119	228470	120.5	125238	990
1795	ANKS1B:-:chr12:99194903:99166819	ANKS1B	ENST00000547776,ENST00000329257,ENST00000550693,ENST00000549493,ENST00000549025,ENST00000547010,ENST00000549558,ENST00000341752,ENST00000550778,ENST00000547446,ENST00000333732,ENST00000546960,ENST00000332712,ENST00000547362,ENST00000546568	ENST00000547776	26	-	chr12	99222951	99194904	99194903	99194775	99166957	99166820	99166819	99145301	20	24	5	28047	128	137	21518	132.5	24782.5	438
1796	SLC25A16:-:chr10:70266475:70246900	SLC25A16	ENST00000609923,ENST00000265870,ENST00000539557,ENST00000493963	ENST00000609923	9	-	chr10	70276507	70266476	70266475	70266342	70246969	70246901	70246900	70243346	3	8	6	10031	133	68	3554	100.5	6792.5	619
1797	SLC2A13:-:chr12:40442012:40422103	SLC2A13	ENST00000280871,ENST00000380858	ENST00000280871	10	-	chr12	40499054	40442013	40442012	40441853	40422311	40422103	40422102	40345168	2	3	2	57041	159	208	76934	183.5	66987.5	369
1798	TNPO1:+:chr5:72157635:72161556	TNPO1	ENST00000337273,ENST00000454282,ENST00000506351,ENST00000523768,ENST00000511754	ENST00000337273	25	+	chr5	72151751	72157634	72157635	72157741	72161423	72161556	72161557	72168465	5	6	2	5883	106	133	6908	119.5	6395.5	241
1799	KIDINS220:-:chr2:8917022:8910799	KIDINS220	ENST00000256707,ENST00000427284,ENST00000473731,ENST00000418530,ENST00000488729,ENST00000489024,ENST00000319688,ENST00000496383	ENST00000256707	30	-	chr2	8918768	8917023	8917022	8916878	8910962	8910800	8910799	8891775	21	22	2	1745	144	162	19024	153	10384.5	308
1800	OPTN:+:chr10:13169745:13178897	OPTN	NA	NA	NA	+	chr10	NA	NA	13169745	NA	NA	13178897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
